study_name,process,subgroup,n,species,intercept,slope,process_group,subgroup_group,n_group
octo,mir,male,139,intercept,"  7.21(0.40),$p$<.01","  0.02(0.09),$p$=.83",mir,male,139
octo,mir,male,139,age," -0.21(0.08),$p$=.01"," -0.04(0.02),$p$=.06",mir,male,139
octo,mir,male,139,education,"  0.09(0.05),$p$=.06","  0.00(0.02),$p$=.99",mir,male,139
octo,mir,male,139,height," -0.00(0.03),$p$=.92","  0.00(0.01),$p$=.69",mir,male,139
octo,mir,male,139,smoking," -0.17(0.18),$p$=.33"," -0.04(0.04),$p$=.33",mir,male,139
octo,mir,male,139,cardio,"--,$p$=  ----","--,$p$=  ----",mir,male,139
octo,mir,male,139,diabetes," -0.09(0.54),$p$=.86","  0.23(0.16),$p$=.15",mir,male,139
octo,pef,female,271,intercept,"327.58(8.78),$p$<.01"," -7.04(1.41),$p$<.01",pef,female,271
octo,pef,female,271,age," -6.30(1.89),$p$<.01","  0.95(0.36),$p$=.01",pef,female,271
octo,pef,female,271,education,"  5.64(2.66),$p$=.04"," -0.24(0.46),$p$=.60",pef,female,271
octo,pef,female,271,height,"  2.63(0.99),$p$=.01"," -0.21(0.20),$p$=.28",pef,female,271
octo,pef,female,271,smoking,"-35.14(12.76),$p$=.01"," -3.36(2.05),$p$=.10",pef,female,271
octo,pef,female,271,cardio,"  2.72(10.17),$p$=.79"," -2.75(1.68),$p$=.09",pef,female,271
octo,pef,female,271,diabetes,"  3.40(16.59),$p$=.84","  3.83(3.58),$p$=.27",pef,female,271
octo,pef,male,136,intercept,"465.57(23.55),$p$<.01"," -3.29(3.62),$p$=.37",pef,male,136
octo,pef,male,136,age,"-11.96(4.15),$p$<.01","  0.14(0.95),$p$=.88",pef,male,136
octo,pef,male,136,education,"  6.98(2.11),$p$<.01"," -0.43(0.58),$p$=.44",pef,male,136
octo,pef,male,136,height,"  2.11(1.48),$p$=.15","  0.26(0.26),$p$=.33",pef,male,136
octo,pef,male,136,smoking,"-33.30(21.78),$p$=.13"," -5.22(3.40),$p$=.12",pef,male,136
octo,pef,male,136,cardio,"-21.12(19.62),$p$=.28"," -2.60(3.04),$p$=.41",pef,male,136
octo,pef,male,136,diabetes," 43.66(27.02),$p$=.11"," -5.43(4.09),$p$=.17",pef,male,136
octo,prose_im,female,270,intercept," 11.15(0.40),$p$<.01"," -0.04(0.07),$p$=.54",prose_im,female,270
octo,prose_im,female,270,age," -0.25(0.08),$p$<.01","  0.02(0.02),$p$=.15",prose_im,female,270
octo,prose_im,female,270,education,"  0.46(0.10),$p$<.01"," -0.04(0.02),$p$=.03",prose_im,female,270
octo,prose_im,female,270,height,"  0.01(0.04),$p$=.76","  0.01(0.01),$p$=.45",prose_im,female,270
octo,prose_im,female,270,smoking,"  0.24(0.49),$p$=.63"," -0.11(0.10),$p$=.27",prose_im,female,270
octo,prose_im,female,270,cardio,"  0.23(0.43),$p$=.59"," -0.07(0.09),$p$=.41",prose_im,female,270
octo,prose_im,female,270,diabetes," -1.78(1.14),$p$=.12","  0.09(0.19),$p$=.61",prose_im,female,270
octo,prose_im,male,139,intercept," 10.69(0.81),$p$<.01","  0.06(0.17),$p$=.79",prose_im,male,139
octo,prose_im,male,139,age," -0.27(0.12),$p$=.03"," -0.00(0.05),$p$=.91",prose_im,male,139
octo,prose_im,male,139,education,"  0.43(0.09),$p$<.01"," -0.01(0.01),$p$=.59",prose_im,male,139
octo,prose_im,male,139,height,"  0.01(0.06),$p$=.91","  0.01(0.01),$p$=.20",prose_im,male,139
octo,prose_im,male,139,smoking," -0.62(0.80),$p$=.38"," -0.15(0.12),$p$=.45",prose_im,male,139
octo,prose_im,male,139,cardio," -0.46(0.69),$p$=.51"," -0.18(0.11),$p$=.12",prose_im,male,139
octo,prose_im,male,139,diabetes,"  0.70(0.93),$p$=.41"," -0.18(0.22),$p$=.44",prose_im,male,139
octo,symbol,female,265,intercept," 28.46(1.19),$p$<.01"," -0.13(0.19),$p$=.50",symbol,female,265
octo,symbol,female,265,age," -0.81(0.27),$p$<.01"," -0.00(0.04),$p$=.95",symbol,female,265
octo,symbol,female,265,education,"  1.70(0.38),$p$<.01"," -0.04(0.06),$p$=.52",symbol,female,265
octo,symbol,female,265,height,"  0.08(0.12),$p$=.50","  0.01(0.02),$p$=.54",symbol,female,265
octo,symbol,female,265,smoking," -0.69(1.67),$p$=.66"," -0.30(0.27),$p$=.27",symbol,female,265
octo,symbol,female,265,cardio,"  1.09(1.28),$p$=.40"," -0.76(0.19),$p$<.01",symbol,female,265
octo,symbol,female,265,diabetes," -2.57(3.16),$p$=.42","  1.38(0.48),$p$<.01",symbol,female,265
octo,symbol,male,134,intercept," 30.52(2.41),$p$<.01"," -0.54(0.33),$p$=.10",symbol,male,134
octo,symbol,male,134,age," -0.65(0.37),$p$=.09","  0.04(0.07),$p$=.54",symbol,male,134
octo,symbol,male,134,education,"  1.71(0.24),$p$<.01","  0.02(0.04),$p$=.58",symbol,male,134
octo,symbol,male,134,height,"  0.25(0.12),$p$=.04"," -0.02(0.02),$p$=.30",symbol,male,134
octo,symbol,male,134,smoking," -5.97(2.25),$p$=.01","  0.10(0.30),$p$=.74",symbol,male,134
octo,symbol,male,134,cardio," -1.56(1.77),$p$=.38"," -0.15(0.27),$p$=.57",symbol,male,134
octo,symbol,male,134,diabetes," -1.95(2.27),$p$=.34"," -0.09(0.47),$p$=.84",symbol,male,134
satsa,analogies,female,409,intercept," 13.14(0.30),$p$<.01"," -0.12(0.03),$p$<.01",analogies,female,409
satsa,analogies,female,409,age," -0.12(0.02),$p$<.01"," -0.00(0.00),$p$=.02",analogies,female,409
satsa,analogies,female,409,education,"  1.76(0.24),$p$<.01","  0.02(0.02),$p$=.42",analogies,female,409
satsa,analogies,female,409,height,"  0.03(0.03),$p$=.32"," -0.00(0.00),$p$=.90",analogies,female,409
satsa,analogies,female,409,smoking,"  0.52(0.39),$p$=.18","  0.01(0.03),$p$=.87",analogies,female,409
satsa,analogies,female,409,cardio," -0.56(0.64),$p$=.38","  0.07(0.06),$p$=.22",analogies,female,409
satsa,analogies,female,409,diabetes," -0.80(0.95),$p$=.40","  0.05(0.19),$p$=.76",analogies,female,409
satsa,analogies,male,300,intercept," 13.16(0.48),$p$<.01"," -0.12(0.04),$p$<.01",analogies,male,300
satsa,analogies,male,300,age," -0.17(0.03),$p$<.01"," -0.00(0.00),$p$=.17",analogies,male,300
satsa,analogies,male,300,education,"  1.58(0.23),$p$<.01","  0.01(0.02),$p$=.64",analogies,male,300
satsa,analogies,male,300,height,"  0.10(0.04),$p$=.01","  0.00(0.00),$p$=.54",analogies,male,300
satsa,analogies,male,300,smoking,"  0.01(0.47),$p$=.97","  0.01(0.03),$p$=.69",analogies,male,300
satsa,analogies,male,300,cardio," -0.21(0.67),$p$=.75","  0.02(0.05),$p$=.66",analogies,male,300
satsa,analogies,male,300,diabetes," -1.32(2.84),$p$=.62"," -0.13(0.48),$p$=.68",analogies,male,300
satsa,block,female,408,intercept," 16.49(0.52),$p$<.01"," -0.36(0.03),$p$<.01",block,female,408
satsa,block,female,408,age," -0.29(0.04),$p$<.01"," -0.01(0.00),$p$<.01",block,female,408
satsa,block,female,408,education,"  2.21(0.50),$p$<.01","  0.02(0.03),$p$=.55",block,female,408
satsa,block,female,408,height,"  0.09(0.06),$p$=.17"," -0.00(0.00),$p$=.50",block,female,408
satsa,block,female,408,smoking,"  0.12(0.79),$p$=.87"," -0.01(0.05),$p$=.89",block,female,408
satsa,block,female,408,cardio," -0.02(1.14),$p$=.99","  0.04(0.09),$p$=.64",block,female,408
satsa,block,female,408,diabetes," -5.41(2.37),$p$=.02","  0.09(0.17),$p$=.61",block,female,408
satsa,block,male,298,intercept," 16.01(0.76),$p$<.01"," -0.42(0.06),$p$<.01",block,male,298
satsa,block,male,298,age," -0.38(0.06),$p$<.01"," -0.02(0.00),$p$<.01",block,male,298
satsa,block,male,298,education,"  2.29(0.46),$p$<.01"," -0.02(0.02),$p$=.34",block,male,298
satsa,block,male,298,height,"  0.10(0.07),$p$=.15","  0.01(0.00),$p$=.20",block,male,298
satsa,block,male,298,smoking,"  0.31(0.86),$p$=.72"," -0.04(0.06),$p$=.55",block,male,298
satsa,block,male,298,cardio," -0.27(1.07),$p$=.80","  0.00(0.10),$p$=.95",block,male,298
satsa,block,male,298,diabetes," -4.29(7.08),$p$=.53","  0.17(0.44),$p$=.69",block,male,298
satsa,digit_b,female,409,intercept,"  3.67(0.10),$p$<.01"," -0.04(0.01),$p$<.01",digit_b,female,409
satsa,digit_b,female,409,age," -0.01(0.01),$p$=.16"," -0.00(0.00),$p$=.04",digit_b,female,409
satsa,digit_b,female,409,education,"  0.51(0.11),$p$<.01"," -0.01(0.01),$p$=.28",digit_b,female,409
satsa,digit_b,female,409,height,"  0.01(0.01),$p$=.34","  0.00(0.00),$p$=.39",digit_b,female,409
satsa,digit_b,female,409,smoking,"  0.25(0.17),$p$=.13","  0.00(0.01),$p$=.66",digit_b,female,409
satsa,digit_b,female,409,cardio,"  0.02(0.21),$p$=.92","  0.02(0.02),$p$=.28",digit_b,female,409
satsa,digit_b,female,409,diabetes,"  0.14(0.38),$p$=.71"," -0.02(0.03),$p$=.64",digit_b,female,409
satsa,digit_b,male,299,intercept,"  3.85(0.17),$p$<.01"," -0.05(0.01),$p$<.01",digit_b,male,299
satsa,digit_b,male,299,age," -0.02(0.01),$p$=.05"," -0.00(0.00),$p$=.02",digit_b,male,299
satsa,digit_b,male,299,education,"  0.31(0.08),$p$<.01"," -0.01(0.01),$p$=.07",digit_b,male,299
satsa,digit_b,male,299,height,"  0.04(0.01),$p$<.01","  0.00(0.00),$p$=.99",digit_b,male,299
satsa,digit_b,male,299,smoking,"  0.03(0.16),$p$=.87","  0.01(0.01),$p$=.37",digit_b,male,299
satsa,digit_b,male,299,cardio," -0.22(0.21),$p$=.30"," -0.01(0.02),$p$=.66",digit_b,male,299
satsa,digit_b,male,299,diabetes," -0.23(0.84),$p$=.78","  0.02(0.10),$p$=.81",digit_b,male,299
satsa,digit_f,female,409,intercept,"  5.55(0.10),$p$<.01"," -0.03(0.01),$p$<.01",digit_f,female,409
satsa,digit_f,female,409,age," -0.01(0.01),$p$=.13"," -0.00(0.00),$p$=.17",digit_f,female,409
satsa,digit_f,female,409,education,"  0.32(0.09),$p$<.01","  0.00(0.00),$p$=.95",digit_f,female,409
satsa,digit_f,female,409,height,"  0.00(0.01),$p$=.78","  0.00(0.00),$p$=.09",digit_f,female,409
satsa,digit_f,female,409,smoking,"  0.03(0.13),$p$=.80","  0.00(0.01),$p$=.71",digit_f,female,409
satsa,digit_f,female,409,cardio," -0.28(0.23),$p$=.22","  0.03(0.01),$p$=.06",digit_f,female,409
satsa,digit_f,female,409,diabetes," -0.25(0.37),$p$=.53","  0.02(0.07),$p$=.71",digit_f,female,409
satsa,digit_f,male,299,intercept,"  5.35(0.13),$p$<.01"," -0.02(0.01),$p$=.06",digit_f,male,299
satsa,digit_f,male,299,age," -0.01(0.01),$p$=.19"," -0.00(0.00),$p$=.26",digit_f,male,299
satsa,digit_f,male,299,education,"  0.24(0.07),$p$<.01"," -0.00(0.01),$p$=.54",digit_f,male,299
satsa,digit_f,male,299,height,"  0.05(0.01),$p$<.01"," -0.00(0.00),$p$=.45",digit_f,male,299
satsa,digit_f,male,299,smoking,"  0.01(0.14),$p$=.97","  0.01(0.01),$p$=.56",digit_f,male,299
satsa,digit_f,male,299,cardio," -0.06(0.22),$p$=.77"," -0.01(0.02),$p$=.48",digit_f,male,299
satsa,digit_f,male,299,diabetes," -0.73(0.54),$p$=.18","  0.03(0.10),$p$=.78",digit_f,male,299
satsa,fev,female,409,intercept,"  1.80(0.04),$p$<.01"," -0.02(0.00),$p$<.01",fev,female,409
satsa,fev,female,409,age," -0.03(0.00),$p$<.01","  0.00(0.00),$p$=.14",fev,female,409
satsa,fev,female,409,education,"  0.04(0.03),$p$=.19","  0.00(0.00),$p$=.95",fev,female,409
satsa,fev,female,409,height,"  0.02(0.00),$p$<.01","  0.00(0.00),$p$=.53",fev,female,409
satsa,fev,female,409,smoking," -0.06(0.04),$p$=.22"," -0.00(0.00),$p$=.50",fev,female,409
satsa,fev,female,409,cardio," -0.12(0.06),$p$=.05"," -0.00(0.01),$p$=.87",fev,female,409
satsa,fev,female,409,diabetes," -0.11(0.11),$p$=.31"," -0.01(0.01),$p$=.75",fev,female,409
satsa,fev,male,299,intercept,"  2.55(0.07),$p$<.01"," -0.05(0.01),$p$<.01",fev,male,299
satsa,fev,male,299,age," -0.04(0.01),$p$<.01","  0.00(0.00),$p$=.42",fev,male,299
satsa,fev,male,299,education,"  0.04(0.04),$p$=.36","  0.00(0.00),$p$=.91",fev,male,299
satsa,fev,male,299,height,"  0.04(0.01),$p$<.01","  0.00(0.00),$p$=.71",fev,male,299
satsa,fev,male,299,smoking," -0.11(0.08),$p$=.17","  0.00(0.01),$p$=.97",fev,male,299
satsa,fev,male,299,cardio," -0.27(0.12),$p$=.03","  0.00(0.01),$p$=.56",fev,male,299
satsa,fev,male,299,diabetes," -0.46(0.25),$p$=.07","  0.02(0.04),$p$=.69",fev,male,299
satsa,fig_mem,female,410,intercept," 20.45(0.34),$p$<.01"," -0.18(0.03),$p$<.01",fig_mem,female,410
satsa,fig_mem,female,410,age," -0.08(0.03),$p$<.01"," -0.01(0.00),$p$<.01",fig_mem,female,410
satsa,fig_mem,female,410,education,"  1.25(0.33),$p$<.01"," -0.00(0.02),$p$=.94",fig_mem,female,410
satsa,fig_mem,female,410,height,"  0.01(0.04),$p$=.71"," -0.00(0.00),$p$=.74",fig_mem,female,410
satsa,fig_mem,female,410,smoking,"  0.53(0.48),$p$=.28"," -0.07(0.04),$p$=.05",fig_mem,female,410
satsa,fig_mem,female,410,cardio,"  0.55(0.64),$p$=.39","  0.00(0.05),$p$=.93",fig_mem,female,410
satsa,fig_mem,female,410,diabetes," -0.97(1.49),$p$=.52"," -0.15(0.15),$p$=.33",fig_mem,female,410
satsa,fig_mem,male,299,intercept," 18.49(0.52),$p$<.01"," -0.16(0.04),$p$<.01",fig_mem,male,299
satsa,fig_mem,male,299,age," -0.17(0.04),$p$<.01"," -0.01(0.00),$p$<.01",fig_mem,male,299
satsa,fig_mem,male,299,education,"  1.04(0.31),$p$<.01","  0.00(0.02),$p$=.97",fig_mem,male,299
satsa,fig_mem,male,299,height,"  0.00(0.04),$p$=.99","  0.00(0.00),$p$=.21",fig_mem,male,299
satsa,fig_mem,male,299,smoking,"  0.21(0.58),$p$=.72"," -0.04(0.04),$p$=.31",fig_mem,male,299
satsa,fig_mem,male,299,cardio,"  0.05(0.83),$p$=.96"," -0.08(0.08),$p$=.32",fig_mem,male,299
satsa,fig_mem,male,299,diabetes," -1.74(4.05),$p$=.67","  0.09(0.58),$p$=.87",fig_mem,male,299
satsa,grip,female,409,intercept," 21.49(0.45),$p$<.01"," -0.57(0.04),$p$<.01",grip,female,409
satsa,grip,female,409,age," -0.19(0.04),$p$<.01"," -0.01(0.00),$p$<.01",grip,female,409
satsa,grip,female,409,education,"  0.31(0.39),$p$=.43","  0.02(0.03),$p$=.52",grip,female,409
satsa,grip,female,409,height,"  0.15(0.05),$p$<.01","  0.00(0.00),$p$=.93",grip,female,409
satsa,grip,female,409,smoking,"  0.25(0.63),$p$=.69","  0.03(0.05),$p$=.64",grip,female,409
satsa,grip,female,409,cardio," -2.22(0.81),$p$=.01","  0.01(0.07),$p$=.87",grip,female,409
satsa,grip,female,409,diabetes," -1.58(1.68),$p$=.37"," -0.38(0.26),$p$=.15",grip,female,409
satsa,grip,male,299,intercept," 37.22(1.17),$p$<.01"," -0.91(0.14),$p$<.01",grip,male,299
satsa,grip,male,299,age," -0.49(0.09),$p$<.01"," -0.02(0.01),$p$=.12",grip,male,299
satsa,grip,male,299,education," -0.01(0.78),$p$=.92"," -0.00(0.07),$p$=.97",grip,male,299
satsa,grip,male,299,height,"  0.34(0.13),$p$=.03"," -0.00(0.01),$p$=.81",grip,male,299
satsa,grip,male,299,smoking,"  1.19(1.44),$p$=.40","  0.01(0.14),$p$=.93",grip,male,299
satsa,grip,male,299,cardio," -0.65(2.09),$p$=.77","  0.05(0.18),$p$=.73",grip,male,299
satsa,grip,male,299,diabetes," -2.21(5.28),$p$=.67"," -0.19(0.95),$p$=.83",grip,male,299
satsa,information,female,411,intercept," 27.86(0.57),$p$<.01"," -0.28(0.05),$p$<.01",information,female,411
satsa,information,female,411,age," -0.04(0.05),$p$=.40"," -0.02(0.00),$p$<.01",information,female,411
satsa,information,female,411,education,"  4.02(0.78),$p$<.01"," -0.03(0.05),$p$=.54",information,female,411
satsa,information,female,411,height,"  0.01(0.07),$p$=.83","  0.00(0.00),$p$=.57",information,female,411
satsa,information,female,411,smoking,"  1.08(0.99),$p$=.28","  0.04(0.06),$p$=.54",information,female,411
satsa,information,female,411,cardio," -2.04(1.13),$p$=.07","  0.09(0.09),$p$=.35",information,female,411
satsa,information,female,411,diabetes,"  0.37(1.76),$p$=.83"," -0.17(0.18),$p$=.37",information,female,411
satsa,information,male,300,intercept," 30.63(0.83),$p$<.01"," -0.17(0.06),$p$<.01",information,male,300
satsa,information,male,300,age," -0.15(0.06),$p$=.02"," -0.01(0.00),$p$<.01",information,male,300
satsa,information,male,300,education,"  2.61(0.60),$p$<.01"," -0.02(0.03),$p$=.47",information,male,300
satsa,information,male,300,height,"  0.10(0.08),$p$=.20","  0.00(0.00),$p$=.47",information,male,300
satsa,information,male,300,smoking,"  0.88(0.89),$p$=.32","  0.02(0.05),$p$=.70",information,male,300
satsa,information,male,300,cardio," -2.66(1.16),$p$=.02","  0.01(0.06),$p$=.85",information,male,300
satsa,information,male,300,diabetes,"  1.55(2.99),$p$=.60","  0.05(0.33),$p$=.87",information,male,300
satsa,mmms,female,412,intercept," 28.06(0.14),$p$<.01"," -0.29(0.03),$p$<.01",mmms,female,412
satsa,mmms,female,412,age," -0.03(0.01),$p$=.01"," -0.01(0.00),$p$<.01",mmms,female,412
satsa,mmms,female,412,education,"  0.32(0.19),$p$=.08","  0.01(0.03),$p$=.77",mmms,female,412
satsa,mmms,female,412,height," -0.01(0.02),$p$=.56","  0.00(0.00),$p$=.55",mmms,female,412
satsa,mmms,female,412,smoking," -0.06(0.27),$p$=.81","  0.04(0.04),$p$=.32",mmms,female,412
satsa,mmms,female,412,cardio," -0.10(0.26),$p$=.69","  0.02(0.05),$p$=.74",mmms,female,412
satsa,mmms,female,412,diabetes," -0.52(0.51),$p$=.30","  0.12(0.11),$p$=.29",mmms,female,412
satsa,mmms,male,300,intercept," 27.13(0.24),$p$<.01"," -0.14(0.03),$p$<.01",mmms,male,300
satsa,mmms,male,300,age," -0.07(0.02),$p$<.01"," -0.01(0.00),$p$=.02",mmms,male,300
satsa,mmms,male,300,education,"  0.29(0.18),$p$=.12","  0.01(0.02),$p$=.60",mmms,male,300
satsa,mmms,male,300,height,"  0.06(0.03),$p$=.04","  0.00(0.00),$p$=.97",mmms,male,300
satsa,mmms,male,300,smoking,"  0.67(0.29),$p$=.02"," -0.03(0.04),$p$=.37",mmms,male,300
satsa,mmms,male,300,cardio," -0.43(0.31),$p$=.17","  0.01(0.04),$p$=.90",mmms,male,300
satsa,mmms,male,300,diabetes,"  0.13(1.19),$p$=.91","  0.07(0.15),$p$=.63",mmms,male,300
satsa,rotate,female,408,intercept," 41.53(1.57),$p$<.01"," -0.96(0.11),$p$<.01",rotate,female,408
satsa,rotate,female,408,age," -0.66(0.11),$p$<.01"," -0.04(0.01),$p$<.01",rotate,female,408
satsa,rotate,female,408,education,"  0.90(1.21),$p$=.46","  0.19(0.07),$p$=.01",rotate,female,408
satsa,rotate,female,408,height,"  0.20(0.16),$p$=.23"," -0.02(0.01),$p$=.12",rotate,female,408
satsa,rotate,female,408,smoking,"  0.87(1.92),$p$=.65"," -0.13(0.12),$p$=.28",rotate,female,408
satsa,rotate,female,408,cardio,"  1.93(2.68),$p$=.47","  0.07(0.28),$p$=.79",rotate,female,408
satsa,rotate,female,408,diabetes," -8.58(10.32),$p$=.41"," -0.80(0.95),$p$=.40",rotate,female,408
satsa,rotate,male,299,intercept," 49.54(2.65),$p$<.01"," -1.57(0.20),$p$<.01",rotate,male,299
satsa,rotate,male,299,age," -1.01(0.16),$p$<.01"," -0.06(0.01),$p$<.01",rotate,male,299
satsa,rotate,male,299,education,"  4.03(1.18),$p$<.01","  0.05(0.09),$p$=.61",rotate,male,299
satsa,rotate,male,299,height,"  0.09(0.17),$p$=.62","  0.03(0.01),$p$=.03",rotate,male,299
satsa,rotate,male,299,smoking," -2.28(2.46),$p$=.35","  0.12(0.17),$p$=.46",rotate,male,299
satsa,rotate,male,299,cardio,"  0.40(3.36),$p$=.91","  0.00(0.25),$p$=.99",rotate,male,299
satsa,rotate,male,299,diabetes," -4.82(16.86),$p$=.78"," -0.18(1.13),$p$=.87",rotate,male,299
satsa,symbol,female,408,intercept," 34.50(0.74),$p$<.01"," -0.82(0.06),$p$<.01",symbol,female,408
satsa,symbol,female,408,age," -0.69(0.06),$p$<.01"," -0.02(0.00),$p$<.01",symbol,female,408
satsa,symbol,female,408,education,"  3.31(0.70),$p$<.01","  0.05(0.04),$p$=.23",symbol,female,408
satsa,symbol,female,408,height,"  0.17(0.09),$p$=.05"," -0.00(0.01),$p$=.92",symbol,female,408
satsa,symbol,female,408,smoking,"  0.98(1.20),$p$=.42"," -0.06(0.08),$p$=.43",symbol,female,408
satsa,symbol,female,408,cardio," -1.82(1.54),$p$=.24"," -0.02(0.16),$p$=.92",symbol,female,408
satsa,symbol,female,408,diabetes," -6.94(2.86),$p$=.01"," -0.19(1.04),$p$=.82",symbol,female,408
satsa,symbol,male,299,intercept," 32.68(1.14),$p$<.01"," -0.91(0.08),$p$<.01",symbol,male,299
satsa,symbol,male,299,age," -0.69(0.08),$p$<.01"," -0.03(0.01),$p$<.01",symbol,male,299
satsa,symbol,male,299,education,"  3.68(0.65),$p$<.01","  0.02(0.04),$p$=.68",symbol,male,299
satsa,symbol,male,299,height,"  0.23(0.10),$p$=.02","  0.01(0.01),$p$=.34",symbol,male,299
satsa,symbol,male,299,smoking," -0.45(1.27),$p$=.72"," -0.13(0.09),$p$=.15",symbol,male,299
satsa,symbol,male,299,cardio," -1.17(1.93),$p$=.55"," -0.01(0.14),$p$=.95",symbol,male,299
satsa,symbol,male,299,diabetes," -0.72(8.73),$p$=.92"," -0.04(0.77),$p$=.95",symbol,male,299
satsa,synonyms,female,410,intercept," 17.72(0.34),$p$<.01"," -0.12(0.02),$p$<.01",synonyms,female,410
satsa,synonyms,female,410,age," -0.04(0.03),$p$=.19"," -0.01(0.00),$p$<.01",synonyms,female,410
satsa,synonyms,female,410,education,"  2.70(0.48),$p$<.01","  0.00(0.03),$p$=.95",synonyms,female,410
satsa,synonyms,female,410,height,"  0.04(0.05),$p$=.41","  0.00(0.00),$p$=.66",synonyms,female,410
satsa,synonyms,female,410,smoking,"  1.09(0.61),$p$=.07"," -0.01(0.03),$p$=.81",synonyms,female,410
satsa,synonyms,female,410,cardio," -1.59(0.85),$p$=.06","  0.06(0.05),$p$=.23",synonyms,female,410
satsa,synonyms,female,410,diabetes," -2.11(1.07),$p$=.05","  0.13(0.16),$p$=.43",synonyms,female,410
satsa,synonyms,male,300,intercept," 15.91(0.57),$p$<.01"," -0.07(0.04),$p$=.04",synonyms,male,300
satsa,synonyms,male,300,age," -0.10(0.04),$p$=.02"," -0.01(0.00),$p$=.01",synonyms,male,300
satsa,synonyms,male,300,education,"  2.36(0.37),$p$<.01"," -0.03(0.01),$p$=.03",synonyms,male,300
satsa,synonyms,male,300,height,"  0.15(0.06),$p$=.01"," -0.00(0.00),$p$=.81",synonyms,male,300
satsa,synonyms,male,300,smoking,"  1.21(0.64),$p$=.06"," -0.02(0.03),$p$=.61",synonyms,male,300
satsa,synonyms,male,300,cardio," -2.06(0.91),$p$=.02","  0.04(0.05),$p$=.46",synonyms,male,300
satsa,synonyms,male,300,diabetes," -0.92(2.53),$p$=.72","  0.10(0.36),$p$=.79",synonyms,male,300
