"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval"
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:31 PM","b1_female_age_grip_block.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_grip_block.out","octo","b1","female","age","grip","block",303,5,NA,21,-4428.904,8899.809,8977.797,8911.196,8903.09725622776,TRUE,TRUE,NA,0,4.295,0.922,4.659,0,0.049,0.016,3.095,0.002,-0.117,0.134,-0.877,0.38,-0.004,0.122,-0.035,0.972,0.173,0.188,0.918,0.359,3.792,0.487,7.793,0,0.017,0.009,1.914,0.056,-0.054,0.044,-1.21,0.226,1.28,0.121,10.555,0,34.396,3.28,10.486,0,0.191,0.074,2.572,0.01,-1.027,0.383,-2.68,0.007,10.677,0.787,13.562,0,8.822,0.196,44.925,0,-0.332,0.028,-11.81,0,14.451,0.581,24.852,0,-0.293,0.083,-3.547,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.217,0.041,-5.257,0,-0.003,0.007,-0.376,0.707,-0.65,0.136,-4.793,0,0.004,0.022,0.186,0.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:14 PM","b1_female_age_grip_digitbackward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_grip_digitbackward.out","octo","b1","female","age","grip","digitbackward",305,5,NA,21,-3480.664,7003.328,7081.455,7014.853,7006.59301766784,TRUE,TRUE,NA,0,0.047,0.159,0.297,0.766,-0.004,0.004,-1.043,0.297,0.068,0.029,2.331,0.02,0.033,0.021,1.547,0.122,0.073,0.06,1.217,0.224,3.772,0.484,7.798,0,0.017,0.009,1.867,0.062,-0.047,0.044,-1.065,0.287,1.278,0.122,10.512,0,0.611,0.137,4.454,0,0.005,0.005,0.997,0.319,-0.02,0.021,-0.944,0.345,1.145,0.097,11.852,0,8.835,0.196,45.012,0,-0.332,0.028,-11.812,0,3.735,0.105,35.56,0,-0.08,0.022,-3.683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.219,0.041,-5.311,0,-0.001,0.007,-0.195,0.846,-0.07,0.023,-3.025,0.002,0.004,0.005,0.759,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:09 PM","b1_female_age_grip_digitforward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_grip_digitforward.out","octo","b1","female","age","grip","digitforward",306,5,NA,21,-3252.389,6546.779,6624.974,6558.372,6550.03252112676,TRUE,TRUE,NA,0,0.075,0.137,0.547,0.584,0.001,0.003,0.361,0.718,-0.002,0.025,-0.089,0.929,0.01,0.019,0.515,0.606,0.054,0.045,1.212,0.226,3.771,0.484,7.795,0,0.016,0.009,1.824,0.068,-0.046,0.043,-1.061,0.289,1.285,0.123,10.434,0,0.722,0.099,7.301,0,0.007,0.003,2.26,0.024,-0.052,0.015,-3.362,0.001,0.623,0.046,13.686,0,8.827,0.197,44.913,0,-0.329,0.028,-11.608,0,5.603,0.095,58.73,0,-0.057,0.017,-3.372,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.218,0.041,-5.284,0,-0.002,0.007,-0.261,0.794,-0.067,0.02,-3.371,0.001,0.001,0.004,0.344,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:45 PM","b1_female_age_grip_digitsymbol.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_grip_digitsymbol.out","octo","b1","female","age","grip","digitsymbol",299,5,NA,21,-4458.176,8958.352,9036.061,8969.462,8961.6877400722,TRUE,TRUE,NA,0,4.858,1.496,3.248,0.001,0.008,0.026,0.314,0.753,0.078,0.251,0.31,0.757,0.212,0.198,1.073,0.283,0.747,0.325,2.295,0.022,3.767,0.484,7.777,0,0.016,0.009,1.811,0.07,-0.048,0.044,-1.09,0.276,1.284,0.122,10.545,0,83.77,9.064,9.242,0,0.584,0.163,3.577,0,-2.658,0.924,-2.877,0.004,28.298,2.429,11.651,0,8.834,0.196,45.083,0,-0.333,0.028,-11.957,0,28.591,1.01,28.312,0,-0.512,0.156,-3.286,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.217,0.041,-5.274,0,-0.002,0.007,-0.342,0.733,-0.976,0.252,-3.877,0,0.003,0.041,0.074,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:41 PM","b1_female_age_grip_figurelogic.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_grip_figurelogic.out","octo","b1","female","age","grip","figurelogic",302,5,NA,21,-3906.34,7854.681,7932.6,7865.999,7857.981,TRUE,TRUE,NA,0,2.135,0.508,4.199,0,0.022,0.013,1.618,0.106,-0.126,0.106,-1.19,0.234,-0.036,0.066,-0.552,0.581,0.271,0.164,1.648,0.099,3.768,0.485,7.776,0,0.017,0.009,1.881,0.06,-0.048,0.044,-1.092,0.275,1.279,0.122,10.522,0,8.838,1.37,6.453,0,0.093,0.046,2.024,0.043,-0.408,0.195,-2.091,0.037,7.95,0.617,12.891,0,8.838,0.196,45.068,0,-0.33,0.028,-11.618,0,16.661,0.386,43.175,0,-0.092,0.071,-1.296,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.218,0.041,-5.286,0,-0.002,0.007,-0.311,0.756,-0.285,0.088,-3.228,0.001,-0.001,0.02,-0.029,0.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:47 PM","b1_female_age_grip_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_grip_mirrecall.out","octo","b1","female","age","grip","mirrecall",303,5,NA,21,-3734.61,7511.219,7589.208,7522.607,7514.50725622776,TRUE,TRUE,NA,0,0.654,0.277,2.363,0.018,0.027,0.008,3.276,0.001,-0.013,0.057,-0.225,0.822,0.05,0.05,1.012,0.312,0.068,0.075,0.909,0.363,3.795,0.488,7.778,0,0.02,0.01,2.053,0.04,-0.058,0.045,-1.29,0.197,1.271,0.121,10.542,0,3.15,0.53,5.944,0,0.092,0.02,4.511,0,-0.012,0.074,-0.16,0.873,1.89,0.163,11.585,0,8.833,0.196,45.046,0,-0.332,0.028,-11.712,0,7.635,0.188,40.558,0,-0.061,0.046,-1.344,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.217,0.042,-5.208,0,-0.004,0.007,-0.609,0.542,-0.158,0.047,-3.38,0.001,-0.022,0.013,-1.63,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:23 PM","b1_female_age_grip_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_grip_proserecall.out","octo","b1","female","age","grip","proserecall",302,5,NA,21,-3930.965,7903.93,7981.849,7915.249,7907.23,TRUE,TRUE,NA,0,1.199,0.449,2.671,0.008,0.012,0.014,0.899,0.369,0.013,0.086,0.153,0.878,0.055,0.08,0.69,0.49,0.169,0.157,1.074,0.283,3.777,0.485,7.785,0,0.017,0.009,1.846,0.065,-0.049,0.044,-1.126,0.26,1.284,0.122,10.546,0,9.66,1.167,8.274,0,0.098,0.037,2.674,0.007,-0.486,0.171,-2.841,0.004,4.388,0.379,11.59,0,8.834,0.196,45.069,0,-0.333,0.028,-11.953,0,11.129,0.312,35.699,0,-0.117,0.059,-1.99,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.218,0.041,-5.292,0,-0.003,0.007,-0.382,0.702,-0.277,0.077,-3.585,0,0.022,0.018,1.248,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","03/03/2015"," 8:18 PM","b1_female_age_muscle_global_grip_mmse.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_muscle_global_grip_mmse.out","octo","b1","female","age","grip","mmse",311,5,NA,21,-4553.617,9149.233,9227.769,9161.165,9152.43023183391,TRUE,TRUE,NA,0,1.883,0.744,2.531,0.011,0.063,0.023,2.742,0.006,0.198,0.114,1.737,0.082,0.088,0.123,0.714,0.475,0.483,0.212,2.277,0.023,3.964,0.516,7.689,0,0.023,0.011,2.156,0.031,-0.044,0.046,-0.948,0.343,1.263,0.122,10.376,0,9.56,3.194,2.993,0.003,0.315,0.081,3.916,0,0.557,0.345,1.611,0.107,5.035,0.729,6.905,0,8.773,0.209,41.881,0,-0.324,0.029,-11.318,0,28.42,0.305,93.127,0,-0.222,0.072,-3.084,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.214,0.039,-5.438,0,-0.009,0.008,-1.107,0.268,-0.305,0.063,-4.81,0,-0.067,0.023,-2.859,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","03/03/2015"," 8:10 PM","b1_female_age_muscle_knowledge_grip_information.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_muscle_knowledge_grip_information.out","octo","b1","female","age","grip","information",305,5,NA,21,-4965.022,9972.043,10050.17,9983.568,9975.30801766784,TRUE,TRUE,NA,0,5.343,1.404,3.805,0,0.054,0.023,2.405,0.016,0.08,0.152,0.529,0.597,0.222,0.213,1.039,0.299,-0.064,0.217,-0.294,0.768,3.776,0.494,7.636,0,0.018,0.009,1.926,0.054,-0.054,0.044,-1.246,0.213,1.278,0.122,10.508,0,102.932,9.534,10.796,0,0.358,0.094,3.817,0,0.737,0.786,0.937,0.349,16.114,1.372,11.744,0,8.836,0.208,42.532,0,-0.33,0.028,-11.691,0,30.83,1.071,28.777,0,-0.337,0.093,-3.613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.219,0.04,-5.467,0,-0.003,0.007,-0.416,0.677,-0.86,0.234,-3.677,0,-0.041,0.028,-1.434,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","03/03/2015"," 8:12 PM","b1_female_age_muscle_knowledge_grip_synonyms.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_muscle_knowledge_grip_synonyms.out","octo","b1","female","age","grip","synonyms",301,5,NA,21,-3917.546,7877.091,7954.941,7888.341,7880.40282795699,TRUE,TRUE,NA,0,2.262,0.837,2.702,0.007,0.038,0.019,1.992,0.046,-0.053,0.125,-0.42,0.674,-0.026,0.099,-0.267,0.789,-0.094,0.178,-0.528,0.597,3.77,0.491,7.679,0,0.016,0.009,1.852,0.064,-0.048,0.042,-1.149,0.25,1.283,0.123,10.43,0,25.023,2.546,9.83,0,0.182,0.064,2.855,0.004,-0.259,0.331,-0.781,0.435,6.848,0.562,12.177,0,8.826,0.209,42.329,0,-0.331,0.028,-11.849,0,17.627,0.637,27.686,0,-0.098,0.08,-1.223,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.217,0.04,-5.393,0,-0.002,0.007,-0.282,0.778,-0.257,0.157,-1.635,0.102,-0.003,0.019,-0.177,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","03/03/2015"," 8:04 PM","b1_female_age_muscle_memory_grip_digitspanbackward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_muscle_memory_grip_digitspanbackward.out","octo","b1","female","age","grip","digitspanbackward",305,5,NA,21,-3480.588,7003.176,7081.302,7014.701,7006.44101766784,TRUE,TRUE,NA,0,0.045,0.164,0.274,0.784,-0.005,0.004,-1.115,0.265,0.069,0.029,2.393,0.017,0.034,0.02,1.651,0.099,0.075,0.06,1.239,0.215,3.77,0.493,7.649,0,0.017,0.009,1.884,0.06,-0.046,0.043,-1.085,0.278,1.279,0.123,10.405,0,0.606,0.157,3.861,0,0.004,0.005,0.885,0.376,-0.019,0.022,-0.859,0.39,1.148,0.105,10.901,0,8.835,0.208,42.39,0,-0.332,0.029,-11.647,0,3.735,0.121,30.862,0,-0.08,0.023,-3.444,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.219,0.04,-5.447,0,-0.001,0.007,-0.184,0.854,-0.07,0.028,-2.54,0.011,0.004,0.006,0.668,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","03/03/2015"," 8:02 PM","b1_female_age_muscle_memory_grip_digitspanforward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_muscle_memory_grip_digitspanforward.out","octo","b1","female","age","grip","digitspanforward",306,5,NA,21,-3252.389,6546.779,6624.974,6558.372,6550.03252112676,TRUE,TRUE,NA,0,0.075,0.141,0.533,0.594,0.001,0.003,0.373,0.709,-0.002,0.024,-0.092,0.927,0.01,0.019,0.501,0.616,0.054,0.044,1.241,0.215,3.771,0.493,7.652,0,0.016,0.009,1.839,0.066,-0.046,0.042,-1.095,0.273,1.285,0.124,10.335,0,0.721,0.097,7.448,0,0.007,0.003,2.224,0.026,-0.052,0.016,-3.315,0.001,0.623,0.046,13.436,0,8.827,0.209,42.248,0,-0.329,0.029,-11.417,0,5.603,0.112,49.956,0,-0.057,0.018,-3.127,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.218,0.04,-5.411,0,-0.002,0.007,-0.251,0.802,-0.067,0.024,-2.833,0.005,0.001,0.004,0.323,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","03/03/2015"," 8:08 PM","b1_female_age_muscle_reasoning_grip_blockdesign.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_muscle_reasoning_grip_blockdesign.out","octo","b1","female","age","grip","blockdesign",303,5,NA,21,-4428.904,8899.809,8977.797,8911.196,8903.09725622776,TRUE,TRUE,NA,0,4.295,0.92,4.668,0,0.049,0.015,3.195,0.001,-0.117,0.132,-0.887,0.375,-0.004,0.122,-0.035,0.972,0.173,0.198,0.872,0.383,3.792,0.495,7.66,0,0.017,0.009,1.927,0.054,-0.054,0.043,-1.243,0.214,1.28,0.122,10.457,0,34.396,3.421,10.054,0,0.191,0.072,2.647,0.008,-1.027,0.372,-2.759,0.006,10.677,0.807,13.232,0,8.822,0.209,42.219,0,-0.332,0.028,-11.714,0,14.451,0.649,22.272,0,-0.293,0.084,-3.489,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.217,0.04,-5.387,0,-0.003,0.007,-0.363,0.716,-0.65,0.149,-4.363,0,0.004,0.022,0.185,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","03/03/2015"," 8:21 PM","b1_female_age_muscle_speed_grip_psif.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_muscle_speed_grip_psif.out","octo","b1","female","age","grip","psif",298,4,NA,21,-2881.62,5805.24,5882.879,5816.281,5808.58782608696,TRUE,TRUE,NA,0,1.643,0.704,2.335,0.02,0.018,0.027,0.661,0.509,-0.073,0.141,-0.514,0.608,-0.061,0.113,-0.546,0.585,0.164,0.225,0.726,0.468,3.695,0.492,7.508,0,0.018,0.013,1.382,0.167,-0.014,0.054,-0.26,0.795,1.241,0.12,10.31,0,9.159,2.639,3.47,0.001,0.058,0.246,0.235,0.814,-0.524,0.807,-0.65,0.516,6.33,1.075,5.889,0,8.841,0.207,42.653,0,-0.338,0.034,-9.931,0,11.878,0.467,25.429,0,-0.222,0.076,-2.907,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.216,0.04,-5.367,0,-0.003,0.009,-0.306,0.76,-0.253,0.12,-2.115,0.034,0.004,0.032,0.126,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","02/23/2015","10:51 AM","b1_female_age_pulmonary_block.out"," unshared\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_pulmonary_block.out","octo","b1","female","age","pulmonary","block",293,5,NA,21,-6577.854,13197.707,13274.991,13208.395,13201.1165940959,TRUE,TRUE,NA,0,116.449,37.126,3.137,0.002,0.262,0.679,0.386,0.7,-4.929,4.699,-1.049,0.294,5.419,5.828,0.93,0.352,22.298,9.42,2.367,0.018,4810.249,557.666,8.626,0,32.164,15.866,2.027,0.043,-157.512,97.503,-1.615,0.106,2116.718,185.761,11.395,0,34.182,3.292,10.383,0,0.173,0.071,2.426,0.015,-0.99,0.381,-2.601,0.009,10.74,0.797,13.479,0,312.134,7.109,43.905,0,-8.862,1.103,-8.031,0,14.335,0.582,24.642,0,-0.271,0.081,-3.339,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.366,1.911,-3.331,0.001,0.965,0.364,2.652,0.008,-0.613,0.136,-4.499,0,0.002,0.022,0.097,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 5:33 PM","b1_female_age_pulmonary_digitbackward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_pulmonary_digitbackward.out","octo","b1","female","age","pulmonary","digitbackward",299,5,NA,21,-5619.183,11280.365,11358.075,11291.476,11283.7007400722,TRUE,TRUE,NA,0,10.774,6.496,1.659,0.097,0.018,0.18,0.099,0.921,0.712,1.329,0.536,0.592,-0.57,0.977,-0.583,0.56,0.327,2.563,0.128,0.899,4826.43,560.115,8.617,0,34.603,16.268,2.127,0.033,-173.897,97.724,-1.779,0.075,2106.439,185.043,11.384,0,0.586,0.129,4.54,0,0.003,0.003,0.973,0.33,-0.015,0.018,-0.852,0.394,1.163,0.094,12.316,0,310.92,7.158,43.434,0,-8.497,1.1,-7.724,0,3.733,0.105,35.604,0,-0.078,0.021,-3.677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.834,1.932,-3.019,0.003,1.083,0.361,2.998,0.003,-0.07,0.023,-3.043,0.002,0.004,0.005,0.835,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 7:35 PM","b1_female_age_pulmonary_digitforward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_age_pulmonary_digitforward.out","octo","b1","female","age","pulmonary","digitforward",276,5,NA,29,-5210.951,10479.902,10584.893,10492.939,10486.9751707317,TRUE,TRUE,NA,0,1.312,5.009,0.262,0.793,-0.13,0.123,-1.053,0.292,0.517,0.924,0.559,0.576,0.049,0.754,0.064,0.949,0.311,1.916,0.162,0.871,4452.357,532.249,8.365,0,33.194,16.504,2.011,0.044,-156.209,95.74,-1.632,0.103,2121.244,185.445,11.439,0,0.547,0.072,7.579,0,0.006,0.003,2.049,0.041,-0.038,0.014,-2.722,0.006,0.611,0.045,13.455,0,317.579,7.797,40.733,0,-8.871,1.111,-7.985,0,5.658,0.106,53.577,0,-0.065,0.018,-3.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.268,2.064,-2.553,0.011,1.025,0.339,3.025,0.002,-0.076,0.021,-3.551,0,0.002,0.004,0.452,0.651,3.147,2.519,1.249,0.212,-0.377,0.38,-0.991,0.322,0.126,0.026,4.765,0,-0.01,0.005,-1.925,0.054,2.548,1.065,2.393,0.017,-0.227,0.21,-1.082,0.279,0.007,0.011,0.685,0.493,-0.002,0.002,-0.844,0.399
