software,version,date,time,output_file,data_file,file_path,study_name,model_number,subgroup,model_type,subject_count,wave_count,datapoint_count,parameter_count,ll,aic,bic,adj_bic,aaic,has_converged,trust_all,mistrust,covar_covered,ab_tau_00_est,ab_tau_00_se,ab_tau_00_wald,ab_tau_00_pval,ab_tau_11_est,ab_tau_11_se,ab_tau_11_wald,ab_tau_11_pval,ab_tau_01_est,ab_tau_01_se,ab_tau_01_wald,ab_tau_01_pval,ab_tau_10_est,ab_tau_10_se,ab_tau_10_wald,ab_tau_10_pval,ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_wald,ab_sigma_00_pval,aa_tau_00_est,aa_tau_00_se,aa_tau_00_wald,aa_tau_00_pval,aa_tau_11_est,aa_tau_11_se,aa_tau_11_wald,aa_tau_11_pval,aa_tau_01_est,aa_tau_01_se,aa_tau_01_wald,aa_tau_01_pval,a_sigma_00_est,a_sigma_00_se,a_sigma_00_wald,a_sigma_00_pval,bb_tau_00_est,bb_tau_00_se,bb_tau_00_wald,bb_tau_00_pval,bb_tau_11_est,bb_tau_11_se,bb_tau_11_wald,bb_tau_11_pval,bb_tau_10_est,bb_tau_10_se,bb_tau_10_wald,bb_tau_10_pval,b_sigma_00_est,b_sigma_00_se,b_sigma_00_wald,b_sigma_00_pval,a_gamma_00_est,a_gamma_00_se,a_gamma_00_wald,a_gamma_00_pval,a_gamma_10_est,a_gamma_10_se,a_gamma_10_wald,a_gamma_10_pval,b_gamma_00_est,b_gamma_00_se,b_gamma_00_wald,b_gamma_00_pval,b_gamma_10_est,b_gamma_10_se,b_gamma_10_wald,b_gamma_10_pval,er_tau_00_est,er_tau_00_se,er_tau_00_wald,er_tau_00_pval,er_tau_11_est,er_tau_11_se,er_tau_11_wald,er_tau_11_pval,er_sigma_00_est,er_sigma_00_se,er_sigma_00_wald,er_sigma_00_pval,a_gamma_01_est,a_gamma_01_se,a_gamma_01_wald,a_gamma_01_pval,a_gamma_11_est,a_gamma_11_se,a_gamma_11_wald,a_gamma_11_pval,b_gamma_01_est,b_gamma_01_se,b_gamma_01_wald,b_gamma_01_pval,b_gamma_11_est,b_gamma_11_se,b_gamma_11_wald,b_gamma_11_pval,a_gamma_02_est,a_gamma_02_se,a_gamma_02_wald,a_gamma_02_pval,a_gamma_12_est,a_gamma_12_se,a_gamma_12_wald,a_gamma_12_pval,b_gamma_02_est,b_gamma_02_se,b_gamma_02_wald,b_gamma_02_pval,b_gamma_12_est,b_gamma_12_se,b_gamma_12_wald,b_gamma_12_pval,a_gamma_03_est,a_gamma_03_se,a_gamma_03_wald,a_gamma_03_pval,a_gamma_13_est,a_gamma_13_se,a_gamma_13_wald,a_gamma_13_pval,b_gamma_03_est,b_gamma_03_se,b_gamma_03_wald,b_gamma_03_pval,b_gamma_13_est,b_gamma_13_se,b_gamma_13_wald,b_gamma_13_pval,a_gamma_04_est,a_gamma_04_se,a_gamma_04_wald,a_gamma_04_pval,a_gamma_14_est,a_gamma_14_se,a_gamma_14_wald,a_gamma_14_pval,b_gamma_04_est,b_gamma_04_se,b_gamma_04_wald,b_gamma_04_pval,b_gamma_14_est,b_gamma_14_se,b_gamma_14_wald,b_gamma_14_pval,a_gamma_05_est,a_gamma_05_se,a_gamma_05_wald,a_gamma_05_pval,a_gamma_15_est,a_gamma_15_se,a_gamma_15_wald,a_gamma_15_pval,b_gamma_05_est,b_gamma_05_se,b_gamma_05_wald,b_gamma_05_pval,b_gamma_15_est,b_gamma_15_se,b_gamma_15_wald,b_gamma_15_pval,a_gamma_06_est,a_gamma_06_se,a_gamma_06_wald,a_gamma_06_pval,a_gamma_16_est,a_gamma_16_se,a_gamma_16_wald,a_gamma_16_pval,b_gamma_06_est,b_gamma_06_se,b_gamma_06_wald,b_gamma_06_pval,b_gamma_16_est,b_gamma_16_se,b_gamma_16_wald,b_gamma_16_pval,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
Mplus VERSION 7.3,0.1,03/25/2015, 7:15 AM,b1_female_ae_muscle_fluency_grip_fas.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_ae_muscle_fluency_grip_fas.out,eas,b1,female,ae,571,8,NA,25,-7797.886,15645.772,15754.457,15675.093,15648.1573211009,TRUE,TRUE,NA,0,14.543,6.557,2.218,0.027,0.334,0.215,1.555,0.12,-0.889,1.114,-0.798,0.425,-1.964,1.757,-1.118,0.264,0.656,0.84,0.782,0.434,34.044,5.104,6.67,0.0,1.001,0.28,3.574,0.0,-2.138,1.107,-1.932,0.053,6.889,0.394,17.496,0.0,114.395,9.321,12.273,0.0,0.29,0.221,1.31,0.19,0.475,1.148,0.413,0.679,28.527,1.235,23.09,0.0,18.729,1.36,13.776,0.0,-1.118,0.35,-3.197,0.001,24.082,1.462,16.477,0.0,0.664,0.306,2.173,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.108,-0.003,0.997,-0.059,0.025,-2.383,0.017,-0.072,0.103,-0.701,0.483,-0.034,0.019,-1.858,0.063,-0.036,0.139,-0.255,0.799,0.024,0.04,0.614,0.539,1.562,0.154,10.122,0.0,-0.013,0.033,-0.401,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,fas,fas,f-a-s phonemic words,fluency,2,0.2330398498921684,0.23740148880689393,5.657930469016963,0.8123453348422043,0.1551632268689483,0.3196397507448396,0.15392988557140502,0.30918114555732573,0.6199125506863586,0.7248630448471096,17.275480149329944,7.197195254930025e-67,0.6426247829091639,0.8071013067850553,0.5666840872350992,0.6679880935253579,0.046794810827693635,0.04682901215418056,1.1160641663735422,0.26439466928567196,-0.0354092497837651,0.1290672740921262,-0.03539445831953646,0.12835533452260758
Mplus VERSION 7.3,0.1,03/19/2015, 1:56 PM,b1_female_ae_muscle_fluid_grip_trailsb.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_ae_muscle_fluid_grip_trailsb.out,eas,b1,female,ae,580,8,NA,25,-11183.73,22417.46,22526.536,22447.171,22419.8065703971,TRUE,TRUE,NA,0,-95.03,39.909,-2.381,0.017,-0.163,1.293,-0.126,0.9,-2.104,8.868,-0.237,0.812,0.849,10.664,0.08,0.937,11.434,7.72,1.481,0.139,32.692,4.829,6.77,0.0,0.963,0.29,3.324,0.001,-1.732,1.067,-1.624,0.104,6.93,0.392,17.673,0.0,2634.928,383.896,6.864,0.0,5.419,10.404,0.521,0.602,68.327,70.815,0.965,0.335,1752.99,48.109,36.438,0.0,18.925,1.322,14.315,0.0,-1.15,0.361,-3.181,0.001,171.994,7.571,22.718,0.0,1.425,2.084,0.684,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.055,0.102,-0.54,0.589,-0.051,0.026,-1.957,0.05,2.423,0.583,4.157,0.0,0.235,0.14,1.679,0.093,-0.024,0.14,-0.172,0.863,0.019,0.042,0.449,0.653,-7.392,0.9,-8.21,0.0,-0.007,0.225,-0.031,0.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,trailsb,trailsb,switching,executive function,2,-0.3237841669145195,-0.3358687012432657,-8.067843060073836,0.7369698801519846,-0.41746306953592544,-0.2542743329506059,-0.39479105476349413,-0.24893237259432044,-0.0713534350275079,-0.07147490051164508,-1.7168860269736304,0.08599999843884798,-0.15306926880430485,0.01011946778101469,-0.1518848864461647,0.010119122371757836,0.10373895078937737,0.10411351057594893,2.500892344689517,0.012388082951586403,0.022519142283289162,0.1857078788686087,0.02251533648124624,0.18360206213522254
Mplus VERSION 7.3,0.1,03/25/2015, 7:55 AM,b1_female_ae_muscle_global_grip_mmse.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_ae_muscle_global_grip_mmse.out,eas,b1,female,ae,600,8,NA,25,-4853.07,9756.14,9866.063,9786.695,9758.40480836237,TRUE,TRUE,NA,0,2.616,1.371,1.907,0.056,0.037,0.036,1.037,0.3,-0.151,0.187,-0.807,0.42,-0.639,0.296,-2.161,0.031,-0.007,0.194,-0.035,0.972,34.628,5.07,6.83,0.0,1.045,0.31,3.375,0.001,-2.352,1.164,-2.021,0.043,6.944,0.391,17.738,0.0,2.324,0.201,11.572,0.0,0.009,0.004,2.238,0.025,-0.065,0.034,-1.918,0.055,0.822,0.028,29.332,0.0,19.514,1.344,14.515,0.0,-1.223,0.373,-3.279,0.001,26.417,0.174,151.488,0.0,-0.013,0.045,-0.278,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,0.105,-0.38,0.704,-0.049,0.026,-1.91,0.056,-0.024,0.015,-1.609,0.108,-0.003,0.003,-1.181,0.238,-0.159,0.158,-1.008,0.313,0.049,0.045,1.075,0.282,-0.016,0.005,-2.915,0.004,0.01,0.005,1.947,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,mmse,mmse,mini mental state exam,mental status,2,0.2916123907178676,0.3003276087616556,7.338079689737837,0.7639272759263154,0.22011162288743974,0.38054359463587145,0.21662444891993277,0.363179455587265,0.3815244053486767,0.40184253895872835,9.81845320769661,9.377127182767364e-23,0.3216265530845125,0.4820585248329442,0.3109769180658743,0.4478906987678474,-0.0029299302062104253,-0.002929938590240117,-0.07158889903552933,0.9429290746940401,-0.08314592446445598,0.07728604728397576,-0.08295485011582655,0.07713253410621375
Mplus VERSION 7.3,0.1,03/25/2015, 9:29 AM,b1_female_ae_muscle_knowledge_grip_information.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_ae_muscle_knowledge_grip_information.out,eas,b1,female,ae,538,7,NA,25,-5867.291,11784.582,11891.778,11812.42,11787.1210625,TRUE,TRUE,NA,0,-0.932,4.323,-0.216,0.829,-0.326,0.198,-1.646,0.1,0.453,0.856,0.53,0.596,1.725,1.016,1.698,0.089,0.121,0.456,0.266,0.791,34.99,5.211,6.714,0.0,1.454,0.441,3.301,0.001,-3.286,1.395,-2.356,0.018,6.572,0.405,16.242,0.0,21.905,2.497,8.772,0.0,0.252,0.11,2.28,0.023,-0.927,0.458,-2.024,0.043,8.537,0.388,21.997,0.0,18.43,1.434,12.855,0.0,-0.85,0.41,-2.072,0.038,15.601,0.723,21.582,0.0,-0.543,0.227,-2.392,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.114,0.152,0.879,-0.063,0.03,-2.083,0.037,-0.037,0.05,-0.729,0.466,0.008,0.014,0.56,0.575,-0.045,0.145,-0.311,0.755,0.014,0.046,0.305,0.761,0.654,0.085,7.66,0.0,0.013,0.025,0.516,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,information,info,information,episodic memory,2,-0.033664511149560365,-0.033677237126515984,-0.7789567515301724,0.9731345308157433,-0.11841386947115493,0.051059395218122965,-0.11786349587887938,0.051015069774268895,-0.5385612799130359,-0.602126882000262,-13.927235130658067,4.3278746833020095e-44,-0.6868635143449009,-0.5173902496556231,-0.5959632875391444,-0.4756832901866518,0.016154144085842394,0.016155549481503665,0.37367894212998226,0.7086431939651077,-0.06858108286313529,0.10089218182614261,-0.06847376414233308,0.10055123500249924
Mplus VERSION 7.3,0.1,03/25/2015, 7:47 AM,b1_female_ae_muscle_knowledge_grip_waisvocab.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_ae_muscle_knowledge_grip_waisvocab.out,eas,b1,female,ae,594,8,NA,25,-8181.209,16412.419,16522.091,16442.724,16414.7077323944,TRUE,TRUE,NA,0,11.811,6.809,1.735,0.083,0.219,0.193,1.135,0.257,-0.679,1.067,-0.636,0.525,-2.879,1.695,-1.699,0.089,-1.18,1.282,-0.92,0.358,33.437,4.832,6.92,0.0,0.973,0.297,3.279,0.001,-1.895,1.055,-1.796,0.072,6.885,0.381,18.048,0.0,96.264,8.78,10.964,0.0,0.156,0.263,0.594,0.552,-2.051,1.384,-1.482,0.138,39.674,1.347,29.464,0.0,18.953,1.328,14.276,0.0,-1.087,0.344,-3.163,0.002,32.804,1.252,26.193,0.0,-0.211,0.318,-0.663,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,0.107,0.026,0.98,-0.06,0.025,-2.455,0.014,0.073,0.092,0.79,0.429,-0.049,0.021,-2.399,0.016,-0.045,0.139,-0.327,0.744,0.021,0.042,0.501,0.616,1.894,0.141,13.464,0.0,0.04,0.036,1.119,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,waisvocab,waisvoc,vocabulary,semantic memory,2,0.2081809878830399,0.21126917301664924,5.136057447992485,0.8326772363736645,0.13064702765531883,0.29189131837797966,0.1299087452236526,0.28387465154110086,0.5621152859961853,0.6359202343190452,15.459533490700363,6.506805746403943e-54,0.5552980889577148,0.7165423796803756,0.5044804814480051,0.6147630040458348,-0.07139651943271969,-0.07151820552939941,-1.7386427320723317,0.08209762510796377,-0.15214035089072983,0.009103939831931002,-0.15097726996406316,0.00910368832353709
Mplus VERSION 7.3,0.1,03/19/2015, 2:48 PM,b1_female_ae_muscle_memory_grip_digitspan.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_ae_muscle_memory_grip_digitspan.out,eas,b1,female,ae,595,8,NA,25,-5905.536,11861.071,11970.785,11891.418,11863.3557100176,TRUE,TRUE,NA,0,-1.593,2.098,-0.759,0.448,0.179,0.09,1.993,0.046,0.438,0.411,1.066,0.286,-0.745,0.562,-1.325,0.185,0.133,0.243,0.548,0.583,33.379,4.841,6.896,0.0,1.126,0.33,3.418,0.001,-2.267,1.122,-2.021,0.043,6.846,0.389,17.583,0.0,9.136,0.743,12.29,0.0,0.104,0.029,3.591,0.0,-0.322,0.142,-2.278,0.023,2.68,0.118,22.708,0.0,19.263,1.32,14.589,0.0,-0.954,0.384,-2.486,0.013,11.288,0.409,27.57,0.0,0.296,0.105,2.817,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.027,0.107,-0.25,0.802,-0.06,0.026,-2.282,0.022,-0.033,0.03,-1.109,0.268,-0.008,0.007,-1.055,0.291,-0.067,0.138,-0.483,0.629,0.012,0.045,0.275,0.783,0.361,0.044,8.221,0.0,-0.011,0.011,-0.998,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,digit_tot,digit_tot,digit span total,short-term memory,2,-0.09122231084227352,-0.0914766175750915,-2.2257221671367446,0.9271138847981389,-0.17203064112843094,-0.010922594021752052,-0.17035343678947487,-0.010922159676182302,0.5230788570003551,0.5805689852026557,14.1258530777759,2.631932403716269e-45,0.5000149616493162,0.6611230087559951,0.4621289237338413,0.5791102852000188,0.031050299712406314,0.031060284238649833,0.7557293325890863,0.44981149363980166,-0.049493739314689617,0.11161430779198928,-0.049453365088302455,0.11115311795936952
Mplus VERSION 7.3,0.1,03/25/2015, 9:13 AM,b1_female_ae_muscle_memory_grip_logicalmemory.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_ae_muscle_memory_grip_logicalmemory.out,eas,b1,female,ae,554,8,NA,25,-6882.612,13815.225,13923.154,13843.793,13817.6871212121,TRUE,TRUE,NA,0,4.387,3.328,1.318,0.188,0.159,0.116,1.375,0.169,-0.327,0.69,-0.474,0.636,-0.592,0.705,-0.84,0.401,0.353,0.64,0.551,0.581,32.959,4.746,6.945,0.0,0.943,0.268,3.516,0.0,-1.827,1.035,-1.766,0.077,6.935,0.396,17.526,0.0,23.262,3.115,7.467,0.0,0.145,0.09,1.613,0.107,0.001,0.603,0.001,0.999,15.509,0.723,21.446,0.0,18.94,1.311,14.445,0.0,-1.097,0.341,-3.216,0.001,16.509,0.804,20.535,0.0,0.063,0.225,0.278,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029,0.109,-0.268,0.789,-0.054,0.025,-2.136,0.033,-0.209,0.056,-3.731,0.0,-0.014,0.016,-0.899,0.369,-0.036,0.14,-0.261,0.794,0.017,0.042,0.413,0.679,0.79,0.084,9.403,0.0,0.013,0.021,0.611,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,logic_tot,logic_tot,prose recall total,episodic memory,2,0.15843717695176393,0.15978322380324386,3.750653798144477,0.8730518397480989,0.07628595083633019,0.24328049677015753,0.07613831129734466,0.23859191267913438,0.42998893193717685,0.4598831025128881,10.795015046550914,3.6340299515745495e-27,0.37638582954597444,0.5433803754798018,0.3595646593063515,0.495542518531189,0.034037650506035154,0.034050804556646906,0.7992877875435018,0.42412355857510114,-0.049446468410266765,0.11754807752356058,-0.049406209681072684,0.11700964442488145
Mplus VERSION 7.3,0.1,03/05/2015,10:42 AM,b1_female_ae_muscle_reasoning_grip_block.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_ae_muscle_reasoning_grip_block.out,eas,b1,female,ae,563,8,NA,25,-7309.247,14668.495,14776.827,14697.464,14670.9158566108,TRUE,TRUE,NA,0,1.874,4.992,0.375,0.707,0.433,0.189,2.292,0.022,0.192,0.783,0.246,0.806,-2.975,1.375,-2.164,0.03,0.174,0.971,0.18,0.858,33.552,4.905,6.84,0.0,1.101,0.342,3.221,0.001,-2.449,1.133,-2.162,0.031,6.894,0.386,17.839,0.0,54.225,4.949,10.956,0.0,0.293,0.138,2.129,0.033,-2.186,0.851,-2.569,0.01,21.555,0.888,24.283,0.0,18.738,1.332,14.067,0.0,-0.876,0.355,-2.469,0.014,13.976,1.124,12.435,0.0,1.077,0.256,4.213,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.11,-0.009,0.993,-0.064,0.025,-2.536,0.011,-0.164,0.081,-2.042,0.041,-0.027,0.018,-1.55,0.121,-0.058,0.141,-0.41,0.682,0.017,0.043,0.393,0.694,1.049,0.122,8.617,0.0,-0.069,0.027,-2.558,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,block,block,block design,fluid reasoning,2,0.04393499685488282,0.043963298646821955,1.0403615292913364,0.964933659002919,-0.038860296385612184,0.1267868936792561,-0.038840746923300945,0.1261118708158146,0.7623605710446842,1.001827451213782,23.70756452112029,3.012851226019727e-124,0.9190038561813478,1.084651046246216,0.7254258253114546,0.7949175167184633,0.014273799601851636,0.014274769108129155,0.3378026917160713,0.7355118813136438,-0.06854882592430499,0.09709836414056329,-0.06844165837430209,0.09679435978120629
Mplus VERSION 7.3,0.1,03/19/2015, 2:10 PM,b1_female_ae_muscle_speed_grip_digitsymbol.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_ae_muscle_speed_grip_digitsymbol.out,eas,b1,female,ae,592,8,NA,25,-8130.007,16310.014,16419.602,16340.235,16312.310819788,TRUE,TRUE,NA,0,13.164,7.075,1.86,0.063,0.701,0.286,2.447,0.014,-1.151,1.438,-0.8,0.424,-5.337,1.997,-2.672,0.008,-0.38,1.023,-0.372,0.71,33.61,4.884,6.882,0.0,1.076,0.309,3.478,0.001,-2.435,1.085,-2.244,0.025,6.988,0.386,18.089,0.0,144.404,11.178,12.919,0.0,1.407,0.325,4.332,0.0,-4.722,1.932,-2.444,0.015,30.694,1.294,23.727,0.0,18.471,1.327,13.917,0.0,-0.884,0.328,-2.693,0.007,32.704,1.644,19.892,0.0,0.988,0.422,2.341,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,0.105,-0.211,0.833,-0.057,0.024,-2.34,0.019,-0.567,0.113,-5.0,0.0,-0.049,0.025,-1.99,0.047,-0.026,0.139,-0.187,0.852,0.012,0.04,0.312,0.755,1.995,0.178,11.236,0.0,-0.069,0.047,-1.481,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,symbol,symbol,substitution,perceptual speed,2,0.18895744401066175,0.19125578921137873,4.641648370799414,0.8483251967538507,0.11049688014638065,0.2720146982763768,0.11004935951624759,0.26549851844518774,0.5697244182141236,0.6471147309272326,15.705035904607207,1.396985774849841e-55,0.5663558218622345,0.7278736399922306,0.5126779522137948,0.6217627408846418,-0.0259465968572133,-0.025952421850556854,-0.6298476877361341,0.5287942417409266,-0.10671133091555493,0.05480648721444123,-0.10630811582720492,0.054751678052393025
Mplus VERSION 7.3,0.1,03/25/2015, 8:33 AM,b1_female_aeh_muscle_fluency_grip_bostonnaming.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Grip Output Files/b1_female_aeh_muscle_fluency_grip_bostonnaming.out,eas,b1,female,aeh,150,8,NA,29,-2505.361,5068.723,5156.031,5064.252,5083.223,TRUE,TRUE,NA,0,3.691,1.533,2.407,0.016,0.026,0.062,0.417,0.677,-0.04,0.361,-0.111,0.912,-0.176,0.408,-0.432,0.666,0.025,0.23,0.108,0.914,25.739,5.488,4.69,0.0,0.223,0.177,1.259,0.208,-1.16,0.94,-1.233,0.217,5.745,0.417,13.781,0.0,3.484,0.854,4.081,0.0,0.023,0.027,0.834,0.404,0.207,0.135,1.535,0.125,1.787,0.145,12.316,0.0,18.322,1.6,11.45,0.0,-2.172,0.396,-5.485,0.0,10.372,0.736,14.089,0.0,-0.012,0.133,-0.089,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.134,0.595,0.552,-0.066,0.03,-2.208,0.027,-0.045,0.052,-0.873,0.383,-0.008,0.008,-0.925,0.355,-0.11,0.149,-0.738,0.46,0.09,0.04,2.241,0.025,0.294,0.068,4.35,0.0,-0.004,0.016,-0.278,0.781,0.205,0.07,2.939,0.003,-0.006,0.017,-0.327,0.744,0.009,0.029,0.303,0.762,-0.001,0.007,-0.194,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grip,bnt,bnt,boston naming test,semantic memory,2,0.38977065336453426,0.4115295751677172,4.989530931054051,0.6806842594929521,0.24987447029969273,0.5731846800357416,0.24480065899411024,0.5176942821287207,0.3630421064649178,0.3803853857617842,4.6119277021726806,3.989517655934061e-6,0.21873028089375973,0.5420404906298086,0.21530753476458941,0.4945309879836469,0.0078024809304511255,0.007802639271222737,0.09460197355622985,0.9246309821974559,-0.15385246559680174,0.16945774413924722,-0.15264992449508213,0.16785411608399434
